"geneID","transcriptID","proteinID","transcript_length"
"111586641","XM_023296406.3","XP_023152174.1",3070
"111586637","XM_023296399.3","XP_023152167.1",3251
"111586636","XM_023296398.3","XP_023152166.2",3453
"111586634","XM_023296394.3","XP_023152162.3",2234
"111586635","XM_023296395.3","XP_023152163.2",1718
"111586640","XM_035942096.2","XP_035797989.1",1965
"111586640","XM_035942097.2","XP_035797990.1",1962
"111586640","XM_023296402.3","XP_023152170.1",1951
"111586639","XM_023296400.3","XP_023152168.1",2172
"111586639","XM_023296401.3","XP_023152169.1",2168
"111586278","XM_023295982.3","XP_023151750.1",4580
"111586278","XM_023295981.3","XP_023151749.1",4617
"111586276","XM_023295978.3","XP_023151746.1",3770
"111586279","XM_023295983.3","XP_023151751.1",1164
"111586273","XM_023295974.3","XP_023151742.2",3912
"111586273","XM_023295973.3","XP_023151741.2",3945
"111586273","XM_035941868.2","XP_035797761.2",3987
"111586273","XM_055009206.1","XP_054865181.1",3957
"111586273","XM_023295971.3","XP_023151739.2",3990
"111586275","XM_023295975.3","XP_023151743.2",905
"111586277","XM_023295979.3","XP_023151747.1",5509
"118469311","XM_035941863.2","XP_035797756.1",2425
"111568347","XM_023269964.3","XP_023125732.1",3283
"111568343","XM_023269957.3","XP_023125725.1",2651
"111568343","XM_023269959.3","XP_023125727.1",2434
"111568341","XM_023269955.3","XP_023125723.2",1811
"111568342","XM_023269956.3","XP_023125724.1",1768
"111568345","XM_023269960.3","XP_023125728.1",2447
"111568346","XM_023269961.3","XP_023125729.1",6912
"111568346","XM_023269962.3","XP_023125730.1",6897
"111568348","XM_023269965.3","XP_023125733.1",2791
"111568340","XM_023269953.3","XP_023125721.2",9587
"111568340","XM_023269954.3","XP_023125722.2",9584
"111563266","XM_055008934.1","XP_054864909.1",964
"111563157","XM_023262107.3","XP_023117875.1",2806
"111563157","XM_023262116.3","XP_023117884.1",2729
"111563105","XM_023262033.3","XP_023117801.1",3404
"111563105","XM_023262025.3","XP_023117793.1",3629
"111563105","XM_023262042.3","XP_023117810.1",3613
"111563125","XM_023262053.3","XP_023117821.1",1839
"111563125","XM_023262062.3","XP_023117830.1",1711
"111563249","XM_023262241.3","XP_023118009.2",13570
"111563249","XM_035944401.2","XP_035800294.2",13716
"111563182","XM_023262145.2","XP_023117913.1",2610
"111563182","XM_023262137.3","XP_023117905.1",2801
"111563182","XM_055009325.1","XP_054865300.1",2651
"111563006","XM_023261874.3","XP_023117642.2",3504
"111563006","XM_023261882.3","XP_023117650.2",3416
"111562986","XM_055009015.1","XP_054864990.1",6175
"111562986","XM_055009014.1","XP_054864989.1",5820
"111562997","XM_055009175.1","XP_054865150.1",3906
"111563082","XM_023261986.3","XP_023117754.2",4718
"111563082","XM_023261996.3","XP_023117764.2",4467
"111563091","XM_035944500.2","XP_035800393.2",3841
"111563091","XM_035944491.2","XP_035800384.2",4126
"111563091","XM_023262007.3","XP_023117775.2",4584
"111563091","XM_035944476.2","XP_035800369.2",4602
"111563091","XM_035944477.2","XP_035800370.2",4641
"111563197","XM_023262163.3","XP_023117931.1",1280
"111562985","XM_023261825.3","XP_023117593.2",2703
"111563211","XM_023262174.3","XP_023117942.2",1732
"111563211","XM_023262219.3","XP_023117987.2",1555
"111563211","XM_023262192.3","XP_023117960.2",1554
"111563211","XM_023262183.3","XP_023117951.2",1606
"111563211","XM_023262200.3","XP_023117968.2",1619
"111563172","XM_023262127.3","XP_023117895.2",6859
"111563076","XM_023261971.3","XP_023117739.1",838
"111563067","XM_023261959.3","XP_023117727.1",1396
"111563057","XM_023261948.3","XP_023117716.2",3543
"111563148","XM_055008971.1","XP_054864946.1",4946
"111563148","XM_023262084.3","XP_023117852.2",4868
"111563041","XM_023261930.3","XP_023117698.2",4610
"111563041","XM_055008972.1","XP_054864947.1",4140
"111563041","XM_023261937.3","XP_023117705.2",4265
"111563141","XM_023262072.3","XP_023117840.2",5960
"111563241","XM_035944350.2","XP_035800243.2",5066
"111563241","XM_023262229.3","XP_023117997.2",5020
"111563270","XM_023262280.3","XP_023118048.2",2171
"111563279","XM_035944424.2","XP_035800317.1",6676
"111563279","XM_023262302.3","XP_023118070.1",7527
"111563279","XM_023262292.3","XP_023118060.1",7531
"111563942","XM_023263219.3","XP_023118987.2",1720
"111563941","XM_023263218.3","XP_023118986.2",2183
"111563946","XM_023263230.3","XP_023118998.2",3225
"111563949","XM_035944917.2","XP_035800810.2",6220
"111563945","XM_023263228.3","XP_023118996.3",4056
"111563945","XM_023263227.3","XP_023118995.2",3615
"111563944","XM_023263224.3","XP_023118992.2",2401
"111563943","XM_035944920.2","XP_035800813.2",2722
"111563943","XM_023263223.3","XP_023118991.2",2742
"111576556","XM_055009057.1","XP_054865032.1",3027
"111576556","XM_055009056.1","XP_054865031.1",3024
"111584370","XM_055008480.1","XP_054864455.1",7652
"111584370","XM_055008471.1","XP_054864446.1",7661
"111584370","XM_055008465.1","XP_054864440.1",7664
"111584370","XM_055008484.1","XP_054864459.1",7474
"111584370","XM_055008460.1","XP_054864435.1",7667
"111584370","XM_023293518.3","XP_023149286.2",7636
"111584370","XM_035940610.2","XP_035796503.2",7642
"111584377","XM_023293530.3","XP_023149298.1",1707
"111584372","XM_023293523.3","XP_023149291.2",1946
"111584374","XM_023293527.3","XP_023149295.1",1925
"111584374","XM_055009321.1","XP_054865296.1",2399
"111584374","XM_023293526.3","XP_023149294.1",2157
"111584374","XM_055009322.1","XP_054865297.1",3485
"111584378","XM_035940614.2","XP_035796507.2",4160
"111584378","XM_035940613.2","XP_035796506.2",4260
"111584369","XM_023293517.3","XP_023149285.1",3803
"111584369","XM_023293516.3","XP_023149284.1",3804
"111584379","XM_023293532.3","XP_023149300.1",1381
"111574436","XM_023279019.3","XP_023134787.1",2878
"111574434","XM_023279015.2","XP_023134783.1",2299
"111574435","XM_055009007.1","XP_054864982.1",5591
"111574435","XM_055009008.1","XP_054864983.1",5070
"111574435","XM_055009009.1","XP_054864984.1",5021
"111574435","XM_055009010.1","XP_054864985.1",5003
"111574435","XM_055009012.1","XP_054864987.1",4486
"111574435","XM_055009011.1","XP_054864986.1",4954
"111570976","XM_055009006.1","XP_054864981.1",4526
"111570976","XM_055009005.1","XP_054864980.1",4640
"111578077","XM_023284670.3","XP_023140438.2",7495
"111578075","XM_055009176.1","XP_054865151.1",4807
"111578065","XM_023284653.3","XP_023140421.1",5301
"111578065","XM_023284654.3","XP_023140422.1",5326
"111578087","XM_023284683.3","XP_023140451.2",3362
"111578068","XM_023284657.3","XP_023140425.1",2296
"111578067","XM_023284656.3","XP_023140424.1",4585
"111578081","XM_023284674.3","XP_023140442.2",4253
"111578081","XM_023284676.3","XP_023140444.2",4250
"111578084","XM_035954784.2","XP_035810677.2",5731
"111578084","XM_035954783.2","XP_035810676.2",5950
"111578084","XM_023284678.3","XP_023140446.2",6034
"111578084","XM_035954785.2","XP_035810678.2",2536
"111578073","XM_023284664.3","XP_023140432.1",1448
"111582532","XM_055009258.1","XP_054865233.1",4175
"111582533","XM_023291246.3","XP_023147014.2",2341
"111582534","XM_035957682.2","XP_035813575.1",2999
"111582534","XM_055009249.1","XP_054865224.1",2964
"111582534","XM_023291247.3","XP_023147015.1",2920
"111582535","XM_023291249.3","XP_023147017.1",904
"111570648","XM_055009003.1","XP_054864978.1",4734
"111570648","XM_055009000.1","XP_054864975.1",4808
"111570648","XM_055009001.1","XP_054864976.1",4608
"111570648","XM_055008999.1","XP_054864974.1",4668
"111570648","XM_055009002.1","XP_054864977.1",4447
"111570648","XM_055009004.1","XP_054864979.1",4578
"111570652","XM_055008998.1","XP_054864973.1",8356
"111570650","XM_023273539.3","XP_023129307.2",4516
"111570650","XM_055009326.1","XP_054865301.1",5609
"111570646","XM_023273526.3","XP_023129294.2",3215
"111570646","XM_023273527.3","XP_023129295.2",3065
"111570646","XM_023273528.3","XP_023129296.2",3055
"111570646","XM_055009041.1","XP_054865016.1",3281
"111570646","XM_023273529.3","XP_023129297.2",3147
"111570649","XM_023273538.3","XP_023129306.1",2739
"111570649","XM_023273537.3","XP_023129305.1",2872
"111570649","XM_023273536.3","XP_023129304.1",2540
"111570649","XM_023273535.3","XP_023129303.1",2425
"111563345","XM_023262386.3","XP_023118154.1",2086
"111563344","XM_035944527.2","XP_035800420.1",5076
"111563344","XM_035944526.2","XP_035800419.1",5094
"111563344","XM_055008202.1","XP_054864177.1",5163
"111563344","XM_023262385.3","XP_023118153.1",5115
"111563344","XM_055008201.1","XP_054864176.1",5202
"111563361","XM_023262406.3","XP_023118174.1",2063
"111563361","XM_023262405.3","XP_023118173.1",2209
"111563361","XM_035944528.2","XP_035800421.1",2442
"111563350","XM_023262390.3","XP_023118158.2",1739
"111563350","XM_055008240.1","XP_054864215.1",1730
"111563351","XM_023262392.3","XP_023118160.2",2469
"111563353","XM_023262394.2","XP_023118162.1",1214
"111563352","XM_023262393.3","XP_023118161.2",1533
"111563372","XM_055009293.1","XP_054865268.1",2177
"111563365","XM_023262410.3","XP_023118178.2",2670
"111563364","XM_023262409.3","XP_023118177.1",846
"111563367","XM_023262413.3","XP_023118181.2",3437
"111563367","XM_023262414.3","XP_023118182.2",3433
"111563367","XM_035944534.2","XP_035800427.1",3276
"111563346","XM_023262387.3","XP_023118155.2",3235
"111563348","XM_023262388.3","XP_023118156.1",2704
"111563349","XM_023262389.3","XP_023118157.1",1777
"111563358","XM_023262400.3","XP_023118168.1",3087
"111563356","XM_023262398.3","XP_023118166.1",4545
"111563356","XM_023262397.3","XP_023118165.1",4548
"111563356","XM_055009265.1","XP_054865240.1",4576
"111563360","XM_035944520.2","XP_035800413.2",4215
"111563366","XM_023262412.3","XP_023118180.2",7050
"111563368","XM_023262417.3","XP_023118185.2",1323
"111563369","XM_023262418.3","XP_023118186.2",3118
"111563369","XM_035944531.2","XP_035800424.1",4474
"129347217","XM_023262420.3","XP_023118188.1",1387
"111563371","XM_035944533.2","XP_035800426.1",1387
"111563354","XM_023262396.3","XP_023118164.2",3284
"111570914","XM_055007313.1","XP_054863288.1",3510
"111570914","XM_055007307.1","XP_054863282.1",4430
"111570914","XM_055007310.1","XP_054863285.1",4328
"111570915","XM_023273932.3","XP_023129700.1",2422
"111570915","XM_023273931.3","XP_023129699.1",2458
"111570915","XM_055007321.1","XP_054863296.1",2446
"111570918","XM_023273936.3","XP_023129704.1",4292
"111570918","XM_035949825.2","XP_035805718.1",4271
"111570918","XM_035949824.2","XP_035805717.1",4317
"111570917","XM_023273934.3","XP_023129702.1",3237
"111589179","XM_023299978.3","XP_023155746.2",3264
"111589175","XM_023299970.3","XP_023155738.2",3171
"111589175","XM_055008935.1","XP_054864910.1",3141
"111589176","XM_023299972.3","XP_023155740.2",3451
"111589176","XM_055009299.1","XP_054865274.1",3294
"111589176","XM_055009300.1","XP_054865275.1",3219
"111589180","XM_023299979.3","XP_023155747.2",9836
"111589178","XM_023299976.3","XP_023155744.2",4638
"111576848","XM_055009177.1","XP_054865152.1",3269
"111576857","XM_023282807.3","XP_023138575.2",2403
"111576867","XM_023282817.3","XP_023138585.1",1410
"111564898","XM_023264766.3","XP_023120534.2",1537
"111564890","XM_023264753.3","XP_023120521.2",2496
"118469916","XM_035945714.2","XP_035801607.2",1495
"111564888","XM_023264748.3","XP_023120516.2",1873
"111564891","XM_055009020.1","XP_054864995.1",2735
"111564884","XM_023264743.3","XP_023120511.2",1897
"111564883","XM_023264742.3","XP_023120510.2",3077
"111564900","XM_023264768.3","XP_023120536.2",1863
"111564878","XM_023264733.3","XP_023120501.1",6823
"111564878","XM_023264734.3","XP_023120502.1",6778
"111564878","XM_035945695.2","XP_035801588.1",6854
"111564878","XM_023264731.3","XP_023120499.1",6837
"111564878","XM_023264730.3","XP_023120498.1",6840
"111564878","XM_035945692.2","XP_035801585.1",6578
"111564878","XM_035945696.2","XP_035801589.1",6650
"111564878","XM_023264735.3","XP_023120503.1",6948
"111564878","XM_035945693.2","XP_035801586.1",6470
"111564878","XM_023264738.3","XP_023120506.1",5993
"111564878","XM_023264737.3","XP_023120505.1",5996
"111564893","XM_035945712.2","XP_035801605.2",1771
"111564893","XM_055007288.1","XP_054863263.1",1768
"111564893","XM_055007290.1","XP_054863265.1",1759
"111564893","XM_055007296.1","XP_054863271.1",1756
"111564893","XM_055007289.1","XP_054863264.1",1796
"111564887","XM_055009283.1","XP_054865258.1",2828
"111564892","XM_023264757.3","XP_023120525.2",3504
"111564892","XM_023264756.3","XP_023120524.2",3614
"111564889","XM_023264749.3","XP_023120517.1",3524
"111564889","XM_023264750.3","XP_023120518.1",3550
"111564889","XM_023264751.3","XP_023120519.1",3539
"111564889","XM_055009490.1","XP_054865465.1",3541
"111564886","XM_055009364.1","XP_054865339.1",2914
"111564886","XM_035945689.2","XP_035801582.2",2916
"111564886","XM_055009363.1","XP_054865338.1",2861
"111564897","XM_055009365.1","XP_054865340.1",1718
"111564899","XM_023264767.3","XP_023120535.1",5214
"111564882","XM_023264741.3","XP_023120509.1",3834
"111564876","XM_055009306.1","XP_054865281.1",5729
"111564876","XM_035945703.2","XP_035801596.2",5731
"111564876","XM_023264724.3","XP_023120492.2",5685
"111564876","XM_055009307.1","XP_054865282.1",5650
"111564876","XM_023264725.3","XP_023120493.2",5604
"111564896","XM_055009072.1","XP_054865047.1",26769
"111564896","XM_055009071.1","XP_054865046.1",26793
"111564896","XM_055009070.1","XP_054865045.1",26796
"111564896","XM_055009068.1","XP_054865043.1",26862
"111564896","XM_055009069.1","XP_054865044.1",26838
"111564896","XM_055009067.1","XP_054865042.1",26865
"111564896","XM_055009073.1","XP_054865048.1",19664
"111564877","XM_023264729.3","XP_023120497.2",5008
"111564877","XM_023264728.3","XP_023120496.2",5010
"111574231","XM_055009266.1","XP_054865241.1",5410
"111574231","XM_055009267.1","XP_054865242.1",5411
"111574231","XM_035952129.2","XP_035808022.2",5282
"111574231","XM_023278708.3","XP_023134476.2",5357
"111582530","XM_055009261.1","XP_054865236.1",3618
"111582530","XM_035957680.2","XP_035813573.2",3746
"111582530","XM_023291240.3","XP_023147008.2",3625
"111582531","XM_023291242.3","XP_023147010.1",6771
"111582531","XM_035957679.2","XP_035813572.1",6691
"111582519","XM_023291226.3","XP_023146994.2",3866
"111582524","XM_023291233.3","XP_023147001.1",2056
"111582524","XM_023291232.3","XP_023147000.1",2046
"111582522","XM_023291230.3","XP_023146998.1",1034
"111582521","XM_023291229.3","XP_023146997.1",3237
"129348560","XM_055009031.1","XP_054865006.1",11740
"111582523","XM_055009034.1","XP_054865009.1",1790
"129348561","XM_055009033.1","XP_054865008.1",2439
"111582518","XM_055009032.1","XP_054865007.1",3740
"111582518","XM_023291225.3","XP_023146993.1",3743
"111582525","XM_023291234.3","XP_023147002.2",7327
"118471705","XM_055009228.1","XP_054865203.1",5037
"118471705","XM_055009229.1","XP_054865204.1",5022
"111567426","XM_035947378.2","XP_035803271.2",817
"118469403","XM_035942220.2","XP_035798113.2",5192
"111586885","XM_023296718.3","XP_023152486.1",2841
"111586364","XM_035941972.2","XP_035797865.2",7364
"111586364","XM_023296059.3","XP_023151827.2",7366
"111586364","XM_023296076.3","XP_023151844.2",7340
"111586364","XM_023296067.3","XP_023151835.2",7281
"111586395","XM_023296094.3","XP_023151862.2",2085
"111586406","XM_023296105.3","XP_023151873.1",3496
"111571947","XM_023275391.3","XP_023131159.1",1470
"111571946","XM_023275390.3","XP_023131158.2",2890
"111571923","XM_023275341.3","XP_023131109.2",5734
"111571923","XM_035950546.2","XP_035806439.2",5701
"111571923","XM_035950551.2","XP_035806444.2",5638
"111571923","XM_035950545.2","XP_035806438.2",5710
"111571923","XM_035950542.2","XP_035806435.2",5740
"111571923","XM_035950541.2","XP_035806434.2",5740
"111571923","XM_035950540.2","XP_035806433.2",5770
"111571923","XM_035950555.2","XP_035806448.2",5494
"111571923","XM_035950554.2","XP_035806447.2",5538
"111571923","XM_023275345.3","XP_023131113.2",5679
"111571923","XM_035950544.2","XP_035806437.2",5715
"111571923","XM_035950543.2","XP_035806436.2",5724
"111571923","XM_035950550.2","XP_035806443.2",5640
"111571923","XM_035950548.2","XP_035806441.2",5670
"111571923","XM_055009065.1","XP_054865040.1",5457
"111571923","XM_023275355.3","XP_023131123.2",5501
"111571923","XM_023275348.3","XP_023131116.2",5633
"111571923","XM_035950547.2","XP_035806440.2",5669
"111571923","XM_035950552.2","XP_035806445.2",5624
"111571923","XM_035950549.2","XP_035806442.2",5654
"111571923","XM_035950553.2","XP_035806446.2",5567
"111571923","XM_023275357.3","XP_023131125.2",5411
"111571923","XM_023275359.3","XP_023131127.2",5356
"111571923","XM_023275358.3","XP_023131126.2",5400
"111571923","XM_055009066.1","XP_054865041.1",4835
"111571927","XM_055007587.1","XP_054863562.1",987
"111571948","XM_023275392.3","XP_023131160.2",4762
"111571943","XM_023275383.3","XP_023131151.2",2845
"111571937","XM_023275377.3","XP_023131145.2",3631
"111571937","XM_023275378.3","XP_023131146.2",3526
"111571938","XM_023275379.3","XP_023131147.2",2867
"111571938","XM_055008448.1","XP_054864423.1",2870
"111571931","XM_023275369.3","XP_023131137.2",6071
"111571931","XM_023275370.3","XP_023131138.2",3382
"111571941","XM_055008424.1","XP_054864399.1",11085
"111571941","XM_023275382.3","XP_023131150.3",11682
"111571940","XM_035950536.2","XP_035806429.2",8656
"111571933","XM_023275373.3","XP_023131141.2",1901
"111571949","XM_023275393.3","XP_023131161.1",1699
"111571949","XM_023275394.3","XP_023131162.1",1624
"111571921","XM_055009310.1","XP_054865285.1",12087
"111571939","XM_035950560.2","XP_035806453.2",4780
"111571939","XM_023275380.3","XP_023131148.3",4792
"111571929","XM_023275368.3","XP_023131136.3",1962
"111571929","XM_035950561.2","XP_035806454.2",1959
"111571928","XM_023275367.3","XP_023131135.1",1009
"111571932","XM_023275371.3","XP_023131139.2",4673
"111571932","XM_035950565.2","XP_035806458.2",5205
"111571932","XM_023275372.3","XP_023131140.2",5479
"111571932","XM_035950566.2","XP_035806459.2",4228
"111571920","XM_023275339.3","XP_023131107.1",8492
"111571936","XM_035950539.2","XP_035806432.1",1525
"111571936","XM_023275376.3","XP_023131144.1",1591
"111564872","XM_023264717.3","XP_023120485.2",5125
"111564873","XM_055009203.1","XP_054865178.1",2055
"111564873","XM_023264718.3","XP_023120486.2",2014
"111564870","XM_055008937.1","XP_054864912.1",5247
"111564870","XM_055008939.1","XP_054864914.1",5223
"111564870","XM_023264708.3","XP_023120476.1",5375
"111564870","XM_055008941.1","XP_054864916.1",5186
"111564870","XM_055008943.1","XP_054864918.1",5162
"111564870","XM_023264705.3","XP_023120473.1",5249
"111564870","XM_055008938.1","XP_054864913.1",5225
"111564870","XM_055008940.1","XP_054864915.1",5188
"111564870","XM_055008942.1","XP_054864917.1",5164
"111564870","XM_023264706.3","XP_023120474.1",5147
"111564870","XM_023264707.3","XP_023120475.1",5268
"111564874","XM_023264720.3","XP_023120488.2",4102
"111564874","XM_035945685.2","XP_035801578.2",4099
"111564874","XM_035945686.2","XP_035801579.2",4042
"111564868","XM_023264704.3","XP_023120472.1",3569
"111564868","XM_023264702.3","XP_023120470.1",4527
"111564868","XM_023264703.3","XP_023120471.1",4503
"111579791","XM_023287218.3","XP_023142986.1",1912
"111579791","XM_023287219.3","XP_023142987.1",1918
"111579791","XM_023287220.3","XP_023142988.1",1927
"111579790","XM_023287217.3","XP_023142985.1",4385
"111579790","XM_055008970.1","XP_054864945.1",4853
"111579793","XM_055008968.1","XP_054864943.1",9444
"111579793","XM_055008969.1","XP_054864944.1",9314
"111579793","XM_023287226.3","XP_023142994.2",9436
"111579789","XM_023287216.3","XP_023142984.2",3080
"111579792","XM_023287221.3","XP_023142989.2",3579
"111575573","XM_023280787.3","XP_023136555.2",4062
"111575570","XM_055009038.1","XP_054865013.1",1487
"111575570","XM_023280785.3","XP_023136553.1",2816
"111575569","XM_023280784.3","XP_023136552.1",3300
"111585785","XM_023295392.3","XP_023151160.1",1925
"111585784","XM_023295391.3","XP_023151159.1",5159
"111585787","XM_055009369.1","XP_054865344.1",14256
"111585787","XM_055009371.1","XP_054865346.1",16396
"111585787","XM_055009372.1","XP_054865347.1",16362
"111585787","XM_055009368.1","XP_054865343.1",16321
"111585787","XM_055009373.1","XP_054865348.1",16316
"111585787","XM_055009370.1","XP_054865345.1",14367
"111585786","XM_055009367.1","XP_054865342.1",2811
"111585786","XM_035941565.2","XP_035797458.2",2359
"111581910","XM_055009360.1","XP_054865335.1",5175
"111581910","XM_023290302.3","XP_023146070.2",5164
"111582093","XM_023290583.3","XP_023146351.2",3838
"111582093","XM_023290585.3","XP_023146353.2",3808
"111582093","XM_035957404.2","XP_035813297.2",2174
"111582091","XM_023290581.3","XP_023146349.1",1774
"111582092","XM_023290582.3","XP_023146350.1",1849
"111582095","XM_023290587.3","XP_023146355.2",3023
"111582094","XM_023290586.3","XP_023146354.2",7486
"111580156","XM_023287771.3","XP_023143539.3",1377
"111580160","XM_023287776.3","XP_023143544.2",4738
"111580160","XM_023287775.3","XP_023143543.2",4740
"111580160","XM_023287777.3","XP_023143545.2",4650
"111580160","XM_055009421.1","XP_054865396.1",4409
"111580163","XM_055009422.1","XP_054865397.1",6614
"111580163","XM_023287785.3","XP_023143553.1",6673
"111580163","XM_023287784.3","XP_023143552.1",6682
"111580163","XM_035956066.2","XP_035811959.1",7880
"111580172","XM_023287798.3","XP_023143566.2",2430
"111580172","XM_055009019.1","XP_054864994.1",2480
"111580169","XM_035956062.2","XP_035811955.2",8047
"111580169","XM_035956063.2","XP_035811956.2",7979
"111580169","XM_055009018.1","XP_054864993.1",7613
"111580171","XM_023287797.3","XP_023143565.2",2932
"111580170","XM_023287795.3","XP_023143563.2",5470
"111580175","XM_023287800.3","XP_023143568.2",2840
"111580157","XM_023287772.3","XP_023143540.3",1688
"111580173","XM_023287799.3","XP_023143567.2",2029
"111580177","XM_035956064.2","XP_035811957.1",3068
"111580158","XM_023287773.3","XP_023143541.1",1673
"111580159","XM_023287774.3","XP_023143542.1",2028
"111580166","XM_023287789.3","XP_023143557.3",1518
"111580166","XM_023287788.3","XP_023143556.2",1449
"111580164","XM_023287786.3","XP_023143554.1",5288
"111580164","XM_023287787.2","XP_023143555.1",4901
"111580164","XM_035956067.2","XP_035811960.1",5364
"111580176","XM_023287801.3","XP_023143569.3",1915
"111580168","XM_023287792.3","XP_023143560.1",1532
"111580167","XM_023287790.3","XP_023143558.1",3470
"111580162","XM_023287783.3","XP_023143551.1",1992
"111580161","XM_023287781.3","XP_023143549.1",1868
"111580161","XM_023287782.3","XP_023143550.1",1855
"111576841","XM_023283226.3","XP_023138994.1",1757
"111576841","XM_023283304.3","XP_023139072.1",1881
"111576841","XM_023283069.3","XP_023138837.1",1753
"111576841","XM_023282981.3","XP_023138749.1",1179
"111576841","XM_023282816.3","XP_023138584.1",1176
"111576841","XM_055008635.1","XP_054864610.1",1092
"111575450","XM_023280591.2","XP_023136359.1",10043
"111575450","XM_055009221.1","XP_054865196.1",10064
"111575450","XM_055009219.1","XP_054865194.1",10066
"111575450","XM_055009220.1","XP_054865195.1",10171
"111575462","XM_023280606.3","XP_023136374.1",2119
"111575461","XM_023280603.3","XP_023136371.1",8318
"111575461","XM_023280604.3","XP_023136372.1",8288
"111575461","XM_023280605.3","XP_023136373.1",8125
"111575460","XM_023280601.3","XP_023136369.2",3219
"111575452","XM_023280594.3","XP_023136362.2",1369
"111575449","XM_055009180.1","XP_054865155.1",7675
"111575448","XM_023280584.3","XP_023136352.1",4178
"111575445","XM_035952960.2","XP_035808853.2",2770
"111575445","XM_023280580.3","XP_023136348.2",2749
"111575445","XM_023280581.3","XP_023136349.2",2711
"111575446","XM_023280583.3","XP_023136351.1",2138
"111575459","XM_023280600.3","XP_023136368.3",3464
"111575459","XM_055006720.1","XP_054862695.1",3397
"111575459","XM_055006719.1","XP_054862694.1",3400
"111566181","XM_055009415.1","XP_054865390.1",8378
"111566181","XM_055009413.1","XP_054865388.1",8236
"111566181","XM_055009414.1","XP_054865389.1",8173
"111566181","XM_055009419.1","XP_054865394.1",8166
"111566181","XM_055009418.1","XP_054865393.1",8132
"111566181","XM_055009416.1","XP_054865391.1",6632
"111566181","XM_055009417.1","XP_054865392.1",6569
"111566181","XM_055009420.1","XP_054865395.1",6528
"111581257","XM_023289370.3","XP_023145138.1",7473
"111581256","XM_035956873.2","XP_035812766.1",5975
"111581256","XM_023289369.3","XP_023145137.1",5956
"111581260","XM_023289373.3","XP_023145141.1",2229
"111581261","XM_023289375.3","XP_023145143.1",599
"111581259","XM_023289371.3","XP_023145139.1",1811
"111581262","XM_023289376.3","XP_023145144.1",2740
"111581263","XM_023289378.3","XP_023145146.2",2057
"111581263","XM_023289377.3","XP_023145145.2",2107
"111581264","XM_023289379.3","XP_023145147.1",2170
"111581268","XM_055009055.1","XP_054865030.1",1192
"111581268","XM_023289383.3","XP_023145151.1",1747
"111581269","XM_055009053.1","XP_054865028.1",1976
"111581265","XM_023289380.3","XP_023145148.2",5166
"111581266","XM_023289382.3","XP_023145150.1",3166
"111581266","XM_023289381.3","XP_023145149.1",3185
"111581266","XM_055009052.1","XP_054865027.1",3289
"111587909","XM_023298039.3","XP_023153807.2",2571
"111587895","XM_023298022.3","XP_023153790.3",1601
"111587898","XM_023298026.3","XP_023153794.2",3127
"111587905","XM_023298034.3","XP_023153802.2",1923
"111587904","XM_055006523.1","XP_054862498.1",2363
"111587904","XM_035942808.2","XP_035798701.2",2274
"111587901","XM_023298029.3","XP_023153797.2",3878
"111587902","XM_055009335.1","XP_054865310.1",1649
"111587902","XM_055009336.1","XP_054865311.1",1649
"111587902","XM_055009337.1","XP_054865312.1",1637
"111587902","XM_055009334.1","XP_054865309.1",1652
"111587906","XM_023298035.3","XP_023153803.1",1040
"111587897","XM_023298025.3","XP_023153793.2",4357
"111587911","XM_023298040.3","XP_023153808.2",3666
"111587907","XM_035942810.2","XP_035798703.2",2937
"111587907","XM_023298037.3","XP_023153805.2",2926
"111587896","XM_055009458.1","XP_054865433.1",2343
"111587896","XM_035942812.2","XP_035798705.2",2544
"111587899","XM_023298027.3","XP_023153795.2",2056
"111587900","XM_023298028.3","XP_023153796.2",1497
"111572405","XM_023276084.3","XP_023131852.1",2117
"111575702","XM_035953173.2","XP_035809066.2",2118
"111575702","XM_055007326.1","XP_054863301.1",2112
"111575701","XM_023280982.3","XP_023136750.1",3655
"111575707","XM_023280989.3","XP_023136757.2",5392
"111575706","XM_055006224.1","XP_054862199.1",1417
"111575706","XM_023280988.3","XP_023136756.2",1510
"111575705","XM_023280987.3","XP_023136755.2",1888
"111575705","XM_055006221.1","XP_054862196.1",1865
"111575704","XM_023280986.3","XP_023136754.2",2220
"111575698","XM_055006215.1","XP_054862190.1",2689
"111575698","XM_055006214.1","XP_054862189.1",3511
"111575698","XM_055006216.1","XP_054862191.1",3182
"111575703","XM_055006174.1","XP_054862149.1",7845
"111575703","XM_055006184.1","XP_054862159.1",7779
"111575703","XM_055006177.1","XP_054862152.1",7842
"111575703","XM_055006186.1","XP_054862161.1",7776
"111575703","XM_055006180.1","XP_054862155.1",7839
"111575703","XM_055006188.1","XP_054862163.1",7773
"111575703","XM_055006181.1","XP_054862156.1",7836
"111575703","XM_055006193.1","XP_054862168.1",7770
"111575703","XM_055006200.1","XP_054862175.1",7764
"111575703","XM_055006205.1","XP_054862180.1",7698
"111575703","XM_055006202.1","XP_054862177.1",7761
"111575703","XM_055006209.1","XP_054862184.1",7695
"111575700","XM_023280981.3","XP_023136749.2",7171
"111575700","XM_023280980.3","XP_023136748.2",7192
"111573171","XM_023277198.3","XP_023132966.1",5311
"111573171","XM_023277193.3","XP_023132961.1",5513
"111573171","XM_023277197.3","XP_023132965.1",5365
